Loading pretrained model weights selectively (backbone)
----------
epoch 1
1/849, train_loss: 0.7788
522/849, train_loss: 0.6117
523/849, train_loss: 0.8035
524/849, train_loss: 0.4304
525/849, train_loss: 0.9377
526/849, train_loss: 0.2184
527/849, train_loss: 0.5684
528/849, train_loss: 0.9087
529/849, train_loss: 0.5254
530/849, train_loss: 0.6691
531/849, train_loss: 0.5194
532/849, train_loss: 0.9099
533/849, train_loss: 1.2578
534/849, train_loss: 0.6904
535/849, train_loss: 0.5487
536/849, train_loss: 0.8640
537/849, train_loss: 1.3198
538/849, train_loss: 0.5576
539/849, train_loss: 1.1443
540/849, train_loss: 0.8164
541/849, train_loss: 0.2720
542/849, train_loss: 0.7976
543/849, train_loss: 0.6447
544/849, train_loss: 0.3221
545/849, train_loss: 0.6414
546/849, train_loss: 0.8019
547/849, train_loss: 0.6929
548/849, train_loss: 0.5864
549/849, train_loss: 0.7185
550/849, train_loss: 0.7538
551/849, train_loss: 0.4363
552/849, train_loss: 0.6870
553/849, train_loss: 0.7205
554/849, train_loss: 0.7454
555/849, train_loss: 0.6899
556/849, train_loss: 0.4557
557/849, train_loss: 0.4879
558/849, train_loss: 0.6648
559/849, train_loss: 0.8916
560/849, train_loss: 0.6262
561/849, train_loss: 0.4484
562/849, train_loss: 0.3589
563/849, train_loss: 0.4500
564/849, train_loss: 0.4982
565/849, train_loss: 0.4045
566/849, train_loss: 0.6472
567/849, train_loss: 0.7107
568/849, train_loss: 0.7650
569/849, train_loss: 0.7517
570/849, train_loss: 0.6648
571/849, train_loss: 0.6914
572/849, train_loss: 0.7416
573/849, train_loss: 0.7527
574/849, train_loss: 0.6587
575/849, train_loss: 0.7983
576/849, train_loss: 0.4827
577/849, train_loss: 0.7355
578/849, train_loss: 0.7380
579/849, train_loss: 0.5262
580/849, train_loss: 0.9072
581/849, train_loss: 0.6357
582/849, train_loss: 0.8945
583/849, train_loss: 0.7493
584/849, train_loss: 0.6689
585/849, train_loss: 0.3772
586/849, train_loss: 0.8602
587/849, train_loss: 0.7748
588/849, train_loss: 0.7537
589/849, train_loss: 0.6943
590/849, train_loss: 0.7339
591/849, train_loss: 0.9023
592/849, train_loss: 0.6946
593/849, train_loss: 0.6956
594/849, train_loss: 0.8792
595/849, train_loss: 0.5032
596/849, train_loss: 0.7986
597/849, train_loss: 0.6832
598/849, train_loss: 0.4611
599/849, train_loss: 0.6794
600/849, train_loss: 0.6667
601/849, train_loss: 0.7402
602/849, train_loss: 0.3439
603/849, train_loss: 0.6138
604/849, train_loss: 0.6194
605/849, train_loss: 0.7142
606/849, train_loss: 0.4287
607/849, train_loss: 0.5382
608/849, train_loss: 0.8606
609/849, train_loss: 0.8997
610/849, train_loss: 0.9543
611/849, train_loss: 0.5377
612/849, train_loss: 0.5321
613/849, train_loss: 0.9426
614/849, train_loss: 0.9502
615/849, train_loss: 0.7405
616/849, train_loss: 0.8081
617/849, train_loss: 0.9363
618/849, train_loss: 0.5459
619/849, train_loss: 0.5676
620/849, train_loss: 0.8420
621/849, train_loss: 0.7002
622/849, train_loss: 0.5808
623/849, train_loss: 0.7998
624/849, train_loss: 0.6570
625/849, train_loss: 0.6409
626/849, train_loss: 0.6553
627/849, train_loss: 0.6636
628/849, train_loss: 0.6187
629/849, train_loss: 0.5618
630/849, train_loss: 0.6245
631/849, train_loss: 0.2742
632/849, train_loss: 0.7612
633/849, train_loss: 0.4176
634/849, train_loss: 0.5499
635/849, train_loss: 0.8257
636/849, train_loss: 0.3177
637/849, train_loss: 0.6121
638/849, train_loss: 0.5857
639/849, train_loss: 1.1191
640/849, train_loss: 0.8555
641/849, train_loss: 0.8530
642/849, train_loss: 0.7737
643/849, train_loss: 0.5864
644/849, train_loss: 0.5992
645/849, train_loss: 0.8027
646/849, train_loss: 0.5778
647/849, train_loss: 0.8943
648/849, train_loss: 0.6064
649/849, train_loss: 0.5505
650/849, train_loss: 0.6113
651/849, train_loss: 0.5381
652/849, train_loss: 0.7664
653/849, train_loss: 0.5638
654/849, train_loss: 0.8542
655/849, train_loss: 0.5792
656/849, train_loss: 0.9473
657/849, train_loss: 0.5110
658/849, train_loss: 0.9124
659/849, train_loss: 0.9141
660/849, train_loss: 0.9192
661/849, train_loss: 0.4756
662/849, train_loss: 0.5704
663/849, train_loss: 0.5885
664/849, train_loss: 0.6198
665/849, train_loss: 0.4119
666/849, train_loss: 0.8137
667/849, train_loss: 0.6013
668/849, train_loss: 0.8503
669/849, train_loss: 0.5989
670/849, train_loss: 0.6011
671/849, train_loss: 0.8086
672/849, train_loss: 0.4335
673/849, train_loss: 0.8191
674/849, train_loss: 0.8269
675/849, train_loss: 0.6033
676/849, train_loss: 0.5740
677/849, train_loss: 0.6492
678/849, train_loss: 0.8098
679/849, train_loss: 0.2867
680/849, train_loss: 0.7402
681/849, train_loss: 0.6531
682/849, train_loss: 0.7351
683/849, train_loss: 0.4951
684/849, train_loss: 0.6929
685/849, train_loss: 0.8125
686/849, train_loss: 0.6953
687/849, train_loss: 0.5312
688/849, train_loss: 0.5066
689/849, train_loss: 0.3246
690/849, train_loss: 0.6763
691/849, train_loss: 0.7642
692/849, train_loss: 0.6829
693/849, train_loss: 0.6670
694/849, train_loss: 0.5305
695/849, train_loss: 0.6396
696/849, train_loss: 0.7622
697/849, train_loss: 0.6389
698/849, train_loss: 0.6196
699/849, train_loss: 0.8894
700/849, train_loss: 0.8232
701/849, train_loss: 0.9614
702/849, train_loss: 0.4932
703/849, train_loss: 0.8022
704/849, train_loss: 0.5248
705/849, train_loss: 0.5964
706/849, train_loss: 0.6240
707/849, train_loss: 0.4033
708/849, train_loss: 0.8337
709/849, train_loss: 0.7856
710/849, train_loss: 0.3198
711/849, train_loss: 0.6006
712/849, train_loss: 0.5911
713/849, train_loss: 0.7305
714/849, train_loss: 0.5439
715/849, train_loss: 0.5010
716/849, train_loss: 0.6917
717/849, train_loss: 0.7756
718/849, train_loss: 0.6580
719/849, train_loss: 0.6111
720/849, train_loss: 0.8823
721/849, train_loss: 0.6143
722/849, train_loss: 0.8887
723/849, train_loss: 0.4178
724/849, train_loss: 0.7087
725/849, train_loss: 0.7412
726/849, train_loss: 0.2831
727/849, train_loss: 0.4366
728/849, train_loss: 0.5885
729/849, train_loss: 0.8276
730/849, train_loss: 0.8650
731/849, train_loss: 0.4192
732/849, train_loss: 0.8993
733/849, train_loss: 0.6383
734/849, train_loss: 0.6111
735/849, train_loss: 0.6143
736/849, train_loss: 0.8525
737/849, train_loss: 0.4216
738/849, train_loss: 0.3690
739/849, train_loss: 0.6614
740/849, train_loss: 0.8015
741/849, train_loss: 0.5754
742/849, train_loss: 0.6672
743/849, train_loss: 0.9932
744/849, train_loss: 0.6144
745/849, train_loss: 0.8108
746/849, train_loss: 0.8000
747/849, train_loss: 0.8059
748/849, train_loss: 0.5969
749/849, train_loss: 0.6257
750/849, train_loss: 0.9202
751/849, train_loss: 0.8599
752/849, train_loss: 0.6538
753/849, train_loss: 0.4271
754/849, train_loss: 0.3337
755/849, train_loss: 0.6877
756/849, train_loss: 0.6594
757/849, train_loss: 0.6832
758/849, train_loss: 0.5861
759/849, train_loss: 0.6162
760/849, train_loss: 0.8481
761/849, train_loss: 0.6545
762/849, train_loss: 0.6189
763/849, train_loss: 0.8462
764/849, train_loss: 0.9631
765/849, train_loss: 0.9219
766/849, train_loss: 0.9583
767/849, train_loss: 1.0442
768/849, train_loss: 0.9338
769/849, train_loss: 0.5243
770/849, train_loss: 0.8943
771/849, train_loss: 0.5530
772/849, train_loss: 0.5730
773/849, train_loss: 0.6102
774/849, train_loss: 0.5798
775/849, train_loss: 0.5786
776/849, train_loss: 0.8328
777/849, train_loss: 0.8730
778/849, train_loss: 0.5725
779/849, train_loss: 0.8142
780/849, train_loss: 0.5814
781/849, train_loss: 1.0679
782/849, train_loss: 0.9780
783/849, train_loss: 0.6387
784/849, train_loss: 0.4668
785/849, train_loss: 0.7639
786/849, train_loss: 0.6360
787/849, train_loss: 0.6270
788/849, train_loss: 0.6001
789/849, train_loss: 0.5786
790/849, train_loss: 0.7407
791/849, train_loss: 0.7166
792/849, train_loss: 0.7004
793/849, train_loss: 0.5308
794/849, train_loss: 0.6892
795/849, train_loss: 0.5156
796/849, train_loss: 0.3230
797/849, train_loss: 0.6367
798/849, train_loss: 0.6384
799/849, train_loss: 0.6414
800/849, train_loss: 0.7939
801/849, train_loss: 0.8052
802/849, train_loss: 0.7778
803/849, train_loss: 0.7661
804/849, train_loss: 0.6917
805/849, train_loss: 0.5925
806/849, train_loss: 0.3811
807/849, train_loss: 0.7646
808/849, train_loss: 0.3634
809/849, train_loss: 0.6917
810/849, train_loss: 0.7202
811/849, train_loss: 0.4125
812/849, train_loss: 0.4506
813/849, train_loss: 0.5259
814/849, train_loss: 0.7979
815/849, train_loss: 0.6501
816/849, train_loss: 0.6982
817/849, train_loss: 0.7007
818/849, train_loss: 0.7766
819/849, train_loss: 0.7616
820/849, train_loss: 0.6980
821/849, train_loss: 0.6782
822/849, train_loss: 0.5496
823/849, train_loss: 0.8535
824/849, train_loss: 0.8136
825/849, train_loss: 0.7255
826/849, train_loss: 0.3690
827/849, train_loss: 0.7294
828/849, train_loss: 0.7473
829/849, train_loss: 0.7581
830/849, train_loss: 0.4418
831/849, train_loss: 0.7312
832/849, train_loss: 0.7253
833/849, train_loss: 0.6379
834/849, train_loss: 0.6655
835/849, train_loss: 0.6089
836/849, train_loss: 0.8271
837/849, train_loss: 0.6079
838/849, train_loss: 0.6191
839/849, train_loss: 0.4368
840/849, train_loss: 1.0088
841/849, train_loss: 0.4983
842/849, train_loss: 0.9822
843/849, train_loss: 0.4567
844/849, train_loss: 0.6410
845/849, train_loss: 0.5328
846/849, train_loss: 0.4238
847/849, train_loss: 0.5269
848/849, train_loss: 0.5708
849/849, train_loss: 0.5397
epoch 31 average loss: 0.6730
Epoch time duration: 552.0720088481903
----------
epoch 32
1/849, train_loss: 0.6677
2/849, train_loss: 0.9214
3/849, train_loss: 0.6697
4/849, train_loss: 0.5614
5/849, train_loss: 0.6058
6/849, train_loss: 0.9573
7/849, train_loss: 0.4956
8/849, train_loss: 1.0129
9/849, train_loss: 1.0103
10/849, train_loss: 1.0249
11/849, train_loss: 0.5564
12/849, train_loss: 0.4587
13/849, train_loss: 0.7286
14/849, train_loss: 0.4847
15/849, train_loss: 0.6871
16/849, train_loss: 0.7249
17/849, train_loss: 0.5961
18/849, train_loss: 0.4567
19/849, train_loss: 0.5050
20/849, train_loss: 0.5460
21/849, train_loss: 0.4626
22/849, train_loss: 0.4485
23/849, train_loss: 0.9819
24/849, train_loss: 0.4662
25/849, train_loss: 0.4679
26/849, train_loss: 0.7560
27/849, train_loss: 1.0840
28/849, train_loss: 0.4497
29/849, train_loss: 0.5687
30/849, train_loss: 0.6039
31/849, train_loss: 0.5953
32/849, train_loss: 0.6183
33/849, train_loss: 0.9915
34/849, train_loss: 0.6501
35/849, train_loss: 0.6892
36/849, train_loss: 0.3104
37/849, train_loss: 1.1204
38/849, train_loss: 0.4572
39/849, train_loss: 0.6377
40/849, train_loss: 0.3784
41/849, train_loss: 0.9802
42/849, train_loss: 0.5973
43/849, train_loss: 0.4167
44/849, train_loss: 0.8848
45/849, train_loss: 0.3925
46/849, train_loss: 0.3552
47/849, train_loss: 0.8586
48/849, train_loss: 0.6797
49/849, train_loss: 0.3527
50/849, train_loss: 0.6238
51/849, train_loss: 0.9114
52/849, train_loss: 0.4603
53/849, train_loss: 0.8174
54/849, train_loss: 0.6323
55/849, train_loss: 0.4945
56/849, train_loss: 0.7634
57/849, train_loss: 0.7561
58/849, train_loss: 0.6106
59/849, train_loss: 0.4924
60/849, train_loss: 0.6284
61/849, train_loss: 0.7043
62/849, train_loss: 0.7639
63/849, train_loss: 0.5649
64/849, train_loss: 0.6931
65/849, train_loss: 0.7078
66/849, train_loss: 0.7914
67/849, train_loss: 0.3893
68/849, train_loss: 0.6670
69/849, train_loss: 0.7974
70/849, train_loss: 0.7007
71/849, train_loss: 0.2085
72/849, train_loss: 0.6421
73/849, train_loss: 0.5221
74/849, train_loss: 0.6547
75/849, train_loss: 0.5591
76/849, train_loss: 0.8718
77/849, train_loss: 0.7822
78/849, train_loss: 0.6477
79/849, train_loss: 0.8768
80/849, train_loss: 0.5945
81/849, train_loss: 0.6243
82/849, train_loss: 0.9856
83/849, train_loss: 0.4786
84/849, train_loss: 0.7795
85/849, train_loss: 0.7368
86/849, train_loss: 0.5264
87/849, train_loss: 0.5020
88/849, train_loss: 0.1868
89/849, train_loss: 0.5088
90/849, train_loss: 0.6914
91/849, train_loss: 0.6326
92/849, train_loss: 0.7913
93/849, train_loss: 0.7090
94/849, train_loss: 1.2085
95/849, train_loss: 0.9827
96/849, train_loss: 0.3042
97/849, train_loss: 0.6394
98/849, train_loss: 0.3947
99/849, train_loss: 0.5125
100/849, train_loss: 0.6188
101/849, train_loss: 0.6008
102/849, train_loss: 0.6016
103/849, train_loss: 0.4910
104/849, train_loss: 0.5154
105/849, train_loss: 0.5480
106/849, train_loss: 0.5128
107/849, train_loss: 0.7454
108/849, train_loss: 0.6478
109/849, train_loss: 0.9409
110/849, train_loss: 0.5835
111/849, train_loss: 0.9487
112/849, train_loss: 0.5084
113/849, train_loss: 0.5779
114/849, train_loss: 0.9573
115/849, train_loss: 0.8811
116/849, train_loss: 0.7136
117/849, train_loss: 0.5192
118/849, train_loss: 0.5182
119/849, train_loss: 0.5580
120/849, train_loss: 0.7209
121/849, train_loss: 0.5730
122/849, train_loss: 0.2992
123/849, train_loss: 0.5626
124/849, train_loss: 0.8784
125/849, train_loss: 0.5828
126/849, train_loss: 0.3812
127/849, train_loss: 0.8323
128/849, train_loss: 0.6392
129/849, train_loss: 0.8733
130/849, train_loss: 0.8656
131/849, train_loss: 0.7974
132/849, train_loss: 0.3167
133/849, train_loss: 0.9773
134/849, train_loss: 0.3573
135/849, train_loss: 0.5188
136/849, train_loss: 0.8889
137/849, train_loss: 0.7457
138/849, train_loss: 0.7190
139/849, train_loss: 0.6875
140/849, train_loss: 0.2832
141/849, train_loss: 0.4703
142/849, train_loss: 0.6006
143/849, train_loss: 0.6760
144/849, train_loss: 0.6523
145/849, train_loss: 0.4844
146/849, train_loss: 0.6438
147/849, train_loss: 0.6245
148/849, train_loss: 0.7808
149/849, train_loss: 0.7186
150/849, train_loss: 0.5713
151/849, train_loss: 0.6289
152/849, train_loss: 0.1866
153/849, train_loss: 0.9525
154/849, train_loss: 1.1000
155/849, train_loss: 0.5923
156/849, train_loss: 0.4263
157/849, train_loss: 0.2779
158/849, train_loss: 0.1519
159/849, train_loss: 0.9333
160/849, train_loss: 0.2200
161/849, train_loss: 1.5591
162/849, train_loss: 0.1605
163/849, train_loss: 0.5847
164/849, train_loss: 0.6919
165/849, train_loss: 0.8247
166/849, train_loss: 0.7881
167/849, train_loss: 0.4221
168/849, train_loss: 0.7937
169/849, train_loss: 0.6003
170/849, train_loss: 0.4746
171/849, train_loss: 0.6846
172/849, train_loss: 0.8093
173/849, train_loss: 0.6360
174/849, train_loss: 0.6006
175/849, train_loss: 0.6101
176/849, train_loss: 0.2823
177/849, train_loss: 0.8618
178/849, train_loss: 0.6327
179/849, train_loss: 1.0271
180/849, train_loss: 0.5671
181/849, train_loss: 0.3435
182/849, train_loss: 0.8269
183/849, train_loss: 0.6221
184/849, train_loss: 1.0537
185/849, train_loss: 0.5052
186/849, train_loss: 0.5702
187/849, train_loss: 0.6533
188/849, train_loss: 0.6677
189/849, train_loss: 0.1941
190/849, train_loss: 0.8389
191/849, train_loss: 0.4177
192/849, train_loss: 0.6849
193/849, train_loss: 0.5355
194/849, train_loss: 0.5549
195/849, train_loss: 0.2795
196/849, train_loss: 0.5529
197/849, train_loss: 0.8567
198/849, train_loss: 0.9048
199/849, train_loss: 0.9204
200/849, train_loss: 0.9094
201/849, train_loss: 0.8433
202/849, train_loss: 0.7708
203/849, train_loss: 0.7749
204/849, train_loss: 0.3440
205/849, train_loss: 1.0037
206/849, train_loss: 0.6724
207/849, train_loss: 0.9712
208/849, train_loss: 0.6702
209/849, train_loss: 0.4562
210/849, train_loss: 0.8958
211/849, train_loss: 0.6687
212/849, train_loss: 0.6970
213/849, train_loss: 0.5691
214/849, train_loss: 0.7302
215/849, train_loss: 0.6648
216/849, train_loss: 0.9348
217/849, train_loss: 0.7816
218/849, train_loss: 0.4282
219/849, train_loss: 0.6729
220/849, train_loss: 0.3134
221/849, train_loss: 0.3992
222/849, train_loss: 0.5271
223/849, train_loss: 0.6951
224/849, train_loss: 0.6863
225/849, train_loss: 0.5779
226/849, train_loss: 0.6798
227/849, train_loss: 0.4521
228/849, train_loss: 0.5408
229/849, train_loss: 0.4835
230/849, train_loss: 0.5869
231/849, train_loss: 0.5779
232/849, train_loss: 0.8701
233/849, train_loss: 0.5481
234/849, train_loss: 1.0786
235/849, train_loss: 0.6907
236/849, train_loss: 0.9443
237/849, train_loss: 0.5338
238/849, train_loss: 1.0662
239/849, train_loss: 0.7659
240/849, train_loss: 0.8997
241/849, train_loss: 0.5796
242/849, train_loss: 0.7388
243/849, train_loss: 0.5574
244/849, train_loss: 0.6603
245/849, train_loss: 0.4912
246/849, train_loss: 0.7061
247/849, train_loss: 1.2114
248/849, train_loss: 0.6165
249/849, train_loss: 0.5157
250/849, train_loss: 0.9236
251/849, train_loss: 0.3986
252/849, train_loss: 0.5548
253/849, train_loss: 0.4066
254/849, train_loss: 0.5966
255/849, train_loss: 0.7964
256/849, train_loss: 0.9209
257/849, train_loss: 0.8516
258/849, train_loss: 0.6230
259/849, train_loss: 0.8601
260/849, train_loss: 0.4777
261/849, train_loss: 0.3442
262/849, train_loss: 0.4895
263/849, train_loss: 0.6528
264/849, train_loss: 0.6240
265/849, train_loss: 0.6655
266/849, train_loss: 0.7485
267/849, train_loss: 0.7952
268/849, train_loss: 0.6741
269/849, train_loss: 0.7488
270/849, train_loss: 0.7937
271/849, train_loss: 0.2922
272/849, train_loss: 0.7749
273/849, train_loss: 0.7523
274/849, train_loss: 0.6705
275/849, train_loss: 1.3540
276/849, train_loss: 0.5238
277/849, train_loss: 0.7266
278/849, train_loss: 0.6328
279/849, train_loss: 0.7488
280/849, train_loss: 0.7203
281/849, train_loss: 0.4629
282/849, train_loss: 0.7014
283/849, train_loss: 0.6624
284/849, train_loss: 0.6511
285/849, train_loss: 0.6887
286/849, train_loss: 0.8103
287/849, train_loss: 0.7808
288/849, train_loss: 0.6238
289/849, train_loss: 0.6721
290/849, train_loss: 0.6218
291/849, train_loss: 0.7654
292/849, train_loss: 0.5354
293/849, train_loss: 0.9109
294/849, train_loss: 1.0623
295/849, train_loss: 1.0021
296/849, train_loss: 0.5477
297/849, train_loss: 0.5651
298/849, train_loss: 0.7537
299/849, train_loss: 0.8022
300/849, train_loss: 0.4130
301/849, train_loss: 0.7036
302/849, train_loss: 0.7008
303/849, train_loss: 0.7712
304/849, train_loss: 0.9282
305/849, train_loss: 0.6359
306/849, train_loss: 0.8818
307/849, train_loss: 0.5985
308/849, train_loss: 0.6278
309/849, train_loss: 0.3221
310/849, train_loss: 0.6338
311/849, train_loss: 0.5409
312/849, train_loss: 0.9490
313/849, train_loss: 0.6963
314/849, train_loss: 0.8391
315/849, train_loss: 0.5707
316/849, train_loss: 0.5653
317/849, train_loss: 0.5663
318/849, train_loss: 0.5828
319/849, train_loss: 0.4318
320/849, train_loss: 0.8867
321/849, train_loss: 0.5768
322/849, train_loss: 0.5474
323/849, train_loss: 0.7444
324/849, train_loss: 0.8630
325/849, train_loss: 0.9028
326/849, train_loss: 0.5425
327/849, train_loss: 0.6534
328/849, train_loss: 0.5757
329/849, train_loss: 0.5756
330/849, train_loss: 0.5983
331/849, train_loss: 0.8640
332/849, train_loss: 0.5909
333/849, train_loss: 0.9089
334/849, train_loss: 0.8362
335/849, train_loss: 0.5486
336/849, train_loss: 0.5797
337/849, train_loss: 0.3939
338/849, train_loss: 0.5341
339/849, train_loss: 0.9180
340/849, train_loss: 0.8665
341/849, train_loss: 0.5955
342/849, train_loss: 0.7019
343/849, train_loss: 0.9131
344/849, train_loss: 0.5209
345/849, train_loss: 0.5541
346/849, train_loss: 0.7200
347/849, train_loss: 0.7949
348/849, train_loss: 0.6851
349/849, train_loss: 0.5823
350/849, train_loss: 0.5441
351/849, train_loss: 0.8228
352/849, train_loss: 0.5593
353/849, train_loss: 0.7781
